# Fission Barrier Parameters in JENDL-4.0
# taken from Table 4 in Actinoid files, by O. Iwamoto
#
#     Z  At  Acn    V1      hw1     V2      hw2
#                  [MeV]   [MeV]   [MeV]   [MeV]
#
  Am  95 242 240   6.100   0.650   6.000   0.450
  Am  95 242 239   6.000   0.800   5.400   0.520
  Am  95 242 243   6.200   0.800   5.150   0.520
  Am  95 242 242   6.410   0.600   5.800   0.550
  Am  95 242 241   6.100   0.800   5.500   0.520
  Am  95 242 240   6.100   0.650   6.000   0.450
  Am  95 242 239   6.000   0.800   5.400   0.520
  Am  95 243 244   6.450   0.650   6.000   0.530
  Am  95 243 243   6.200   0.800   5.400   0.520
  Am  95 243 242   6.510   0.600   6.050   0.550
  Am  95 243 241   6.100   0.800   5.500   0.520
  Am  95 243 240   6.100   0.650   6.000   0.450
  Am  95 244 245   6.200   0.800   5.200   0.520
  Am  95 244 244   6.450   0.650   6.000   0.530
  Am  95 244 243   6.200   0.800   5.400   0.520
  Am  95 244 242   6.510   0.600   6.050   0.550
  Am  95 244 241   6.100   0.800   5.500   0.520
  Am  95 244 245   6.200   0.800   5.200   0.520
  Am  95 244 244   6.450   0.650   6.000   0.530
  Am  95 244 243   6.200   0.800   5.400   0.520
  Am  95 244 242   6.510   0.600   6.050   0.550
  Am  95 244 241   6.100   0.800   5.500   0.520
  Cm  96 240 241   5.800   0.800   6.200   0.600
  Cm  96 240 240   6.000   1.040   5.000   0.600
  Cm  96 240 239   6.300   0.800   5.000   0.520
  Cm  96 240 238   6.000   1.040   5.000   0.600
  Cm  96 241 242   6.250   1.040   5.700   0.800
  Cm  96 241 241   5.800   0.800   6.200   0.600
  Cm  96 241 240   6.000   1.040   5.000   0.600
  Cm  96 241 239   6.300   0.800   5.000   0.520
  Cm  96 241 238   6.000   1.040   5.000   0.600
  Cm  96 242 243   6.150   0.600   5.800   0.400
  Cm  96 242 242   6.200   1.040   4.900   0.600
  Cm  96 242 241   6.300   0.800   5.000   0.520
  Cm  96 242 240   6.000   1.040   5.000   0.600
  Cm  96 243 244   6.100   0.900   5.100   0.600
  Cm  96 243 243   6.150   0.600   5.800   0.400
  Cm  96 243 242   6.200   1.040   4.900   0.600
  Cm  96 243 241   6.300   0.800   5.000   0.520
  Cm  96 243 240   6.000   1.040   5.000   0.600
  Cm  96 244 245   6.050   0.500   5.700   0.420
  Cm  96 244 244   6.100   0.900   5.100   0.600
  Cm  96 244 243   6.150   0.600   5.800   0.400
  Cm  96 244 242   6.200   1.040   4.900   0.600
  Cm  96 244 241   6.300   0.800   5.000   0.520
  Cm  96 245 246   6.300   1.040   5.100   0.600
  Cm  96 245 245   6.050   0.500   5.700   0.420
  Cm  96 245 244   6.100   0.900   5.100   0.600
  Cm  96 245 243   6.150   0.600   5.800   0.400
  Cm  96 245 242   6.200   1.040   4.900   0.600
  Cm  96 246 247   5.400   0.800   5.650   0.650
  Cm  96 246 246   6.300   1.040   5.100   0.600
  Cm  96 246 245   6.050   0.500   5.700   0.420
  Cm  96 246 244   6.100   0.900   5.100   0.600
  Cm  96 246 243   6.150   0.600   5.800   0.400
  Cm  96 247 248   6.100   1.040   4.950   0.600
  Cm  96 247 247   5.400   0.800   5.650   0.650
  Cm  96 247 246   6.300   1.040   5.100   0.600
  Cm  96 247 245   6.050   0.500   5.700   0.420
  Cm  96 247 244   6.100   0.900   5.100   0.600
  Cm  96 248 249   5.500   0.750   5.100   0.430
  Cm  96 248 248   6.100   1.040   4.950   0.600
  Cm  96 248 247   5.400   0.800   5.650   0.650
  Cm  96 248 246   6.300   1.040   5.100   0.600
  Cm  96 248 245   6.050   0.500   5.700   0.420
  Cm  96 249 250   5.500   1.040   4.400   0.600
  Cm  96 249 249   5.500   0.750   5.100   0.430
  Cm  96 249 248   6.100   1.040   4.950   0.600
  Cm  96 249 247   5.400   0.800   5.650   0.650
  Cm  96 249 246   6.300   1.040   5.100   0.600
  Cm  96 250 251   5.500   0.750   5.100   0.430
  Cm  96 250 250   6.100   1.040   4.800   0.600
  Cm  96 250 249   5.500   0.750   5.100   0.430
  Cm  96 250 248   6.100   1.040   4.950   0.600
  Cm  96 250 247   5.400   0.800   5.650   0.650
  Bk  97 245 246   6.200   0.650   6.600   0.500
  Bk  97 245 245   6.300   0.800   5.970   0.520
  Bk  97 245 244   6.200   0.650   5.550   0.450
  Bk  97 245 243   6.200   0.800   4.800   0.520
  Bk  97 246 247   6.300   0.800   5.970   0.520
  Bk  97 246 246   6.200   0.650   6.600   0.500
  Bk  97 246 245   6.300   0.800   5.970   0.520
  Bk  97 246 244   6.200   0.650   5.550   0.450
  Bk  97 246 243   6.200   0.800   4.800   0.520
  Bk  97 247 248   6.750   0.700   6.300   0.600
  Bk  97 247 247   6.300   0.800   5.970   0.520
  Bk  97 247 246   6.200   0.650   6.600   0.500
  Bk  97 247 245   6.300   0.800   5.970   0.520
  Bk  97 247 244   6.200   0.650   5.550   0.450
  Bk  97 248 249   6.000   0.800   5.780   0.520
  Bk  97 248 248   6.750   0.700   6.300   0.600
  Bk  97 248 247   6.300   0.800   5.970   0.520
  Bk  97 248 246   6.200   0.650   6.600   0.500
  Bk  97 248 245   6.300   0.800   5.970   0.520
